company_id,price,volume,pe_ratio,revenue,profit,employees
78,462.81879349704275,2307148,34.83689020252215,61353.47015403329,16426.493723154497,138554
79,1856.4820698669357,4852525,5.0845947586209785,89708.03916606469,8867.413207444915,55839
80,667.7583916731356,649239,13.026766293829843,81984.6481647306,2734.8518085794467,81785
81,4329.206786790408,656701,6.308212115477918,26028.547002830855,7706.819814351422,48739
82,3154.160821455034,3147569,12.509830303469192,27872.41918578582,12424.934737324536,191010
83,1721.400321777981,4728120,13.159367596647735,13410.291103446178,9142.622774151061,177213
84,411.4359164015158,1370464,22.44531176376774,34359.507846028195,15625.7664428116,1092
85,1623.8133764067447,885332,23.10472061089502,99954.84795319034,19952.69416280257,72494
86,1693.3982779310604,867950,44.3418111774607,41169.36569289104,3903.528560133047,67757
87,3675.0702738565137,266472,27.954937062447133,22828.35503422153,9247.051311225492,27260
88,3224.0316096405445,497710,37.55321445255288,76485.80556307975,8676.579648224359,45256
89,4447.342438624,4417048,9.686181106412935,54704.62934280295,6159.401401704122,182547
90,2413.8531332935518,3288729,15.144743995866223,15810.543503168301,4042.1007827337626,86542
91,686.0118050976783,4885956,36.63245484404045,38688.27843492571,1407.2731181442186,150744
92,3594.8994573926757,2950171,7.376178221083764,42032.50183839499,17753.6744127516,118025
93,3827.8467382227973,1010775,26.89689480096889,75629.14035635264,8454.98908395772,4236
94,2850.2582680905316,2696874,31.971603454832024,3046.465520298542,9988.220818150972,61968
95,3877.7391817773487,658924,32.09655398236165,27632.945033032738,18347.146759198225,82363
96,2519.5984221855147,3981185,6.031976507061891,52242.03383023668,15548.180502567362,32267
97,2661.390863971771,4473656,19.494860190313346,27615.827502831493,2696.9751559319657,111057
98,2194.9509899568934,4112595,33.642079297211936,63214.97069448089,11351.857355394073,15579
99,224.5537210460664,2390435,11.704988126715955,48704.88044818704,8900.820302739226,119492
100,628.6679922671918,531413,36.2937041747624,36809.31523109848,15964.50034431738,162548
101,254.00300986499784,1452564,38.566634396615356,94971.6540601807,14512.227697477789,135995
102,3218.411015192524,2524050,49.18861357007654,63583.790419459285,13839.073866030332,19685
103,1640.3443072740008,4265100,14.442889768538423,13864.19585452618,6876.842226049948,148444
104,2591.9963867070437,963561,42.130880044975186,56449.07804689615,16118.778234945165,26719
105,4547.075722237856,402186,28.41334596133943,78292.4534668892,1142.5867823377382,75169
106,1321.5319228294873,3307393,21.805816826487803,71140.48005178693,3276.535538500128,39995
107,2110.8763228745856,3928464,10.506954079633008,18036.83370023068,6778.903132260443,3820
108,3802.2005788609385,1126553,38.097752291939194,97269.57990497023,1628.4680772786974,19367
109,1221.11101090895,1335202,15.61359196146592,45432.550928913995,4776.386122940363,146868
110,477.20155816108564,245271,21.713990084287058,16743.47537028587,16620.00456165857,161140
111,1519.7821192774634,2315685,7.81440021038158,18839.379658686645,18970.20560202258,53464
112,889.9843075446216,3843797,41.061511211878354,10725.26422671897,6161.586879906391,154517
113,4655.518496478608,1614542,39.496483578723954,80548.2927350585,5363.864499377881,51667
114,4059.789859865643,4280656,38.012712351904064,13081.018937863017,5669.8637797038955,91329
115,3203.678406901075,3030184,18.474957972134902,13387.400457032947,5626.609838281792,192779
116,4370.156891919817,176898,12.806603341968076,85196.68986132293,815.0106255008625,150557
117,4037.993176805661,3395097,33.68989690116034,35115.8043603084,18545.635291989052,198072
118,1014.1932885415756,388316,27.327487285094875,4054.932526499172,4352.5930172495355,199416
119,4473.539092600891,2108954,13.02136101070887,6137.634652322677,8458.08107421996,196597
120,2742.7769853866885,1929553,35.86600719724387,15074.87422368566,292.768966545258,78618
121,4056.4567603039063,4188657,49.60068943195866,22125.941449593265,17173.306309209638,82944
122,4490.847369625117,3141341,38.6248814483917,66849.47322960214,14650.031154652852,164091
123,1658.217027362133,1139504,38.29938740085253,16575.301720180996,18940.445099956694,90797
124,639.2544301856161,4187810,47.76407388187663,12768.564726530127,15654.14803600834,57296
125,1216.8822964555143,2205058,14.132136540870599,76707.19500615164,6342.759589836098,115700
126,2192.828164268656,1775843,30.449748421464818,67434.47310213152,5032.679838695631,100725
127,4108.2723530202165,134701,49.08410217652475,44097.09792406838,13984.55452031053,131667
128,4317.579857956083,3329028,12.438234993657854,55381.66737653029,7345.844222708939,44855
129,134.06543960283443,1821610,36.511338175003445,31886.41801231543,11367.67881347707,198856
130,2602.661782630072,2280712,31.361456568735587,48767.541603300706,224.52367342675757,33424
131,2145.313915429017,2439767,31.391559148491815,51160.59224929183,1331.5254634414573,79029
132,1188.3282713065782,2714235,36.39517823840338,39336.4898466315,10753.822029514859,132724
133,687.3402999350458,591036,46.832761529405786,90750.64885654411,11364.825764318486,51372
134,1754.314339877777,427304,40.216187293310206,2590.1246331196085,15053.913594740938,167025
135,4720.257549171344,2562616,7.52612465372945,78434.95504603337,2726.1098605168386,164096
136,1683.6943669017007,2810241,43.37276089440701,13313.900292891109,10312.343366759898,74562
137,2642.0740465424938,3533803,15.149359846657967,79957.18869318275,3969.508124190603,155061
138,3544.7928985863714,1242953,21.96113741313674,61975.2796519954,1954.6027792976242,54775
139,1881.7850516585404,4061352,25.777976612557197,84484.53100270384,8268.866301805036,73691
140,4861.732205332707,4078702,26.640770033888135,10653.918238448849,3350.399296972239,153806
141,4815.991745216345,4159175,24.583117966491056,56339.08277587763,4513.46136602714,32463
142,1333.7332495442843,426916,47.1808982397139,50607.70014595751,6419.336139403084,194924
143,2536.5176788726885,3697706,36.770855344881106,70913.1251133725,5261.8291747896055,77104
144,1574.3037181021714,4606554,33.40267906805178,53894.764637473905,1843.0668183783334,187570
145,1495.7184224495913,705409,7.24289125023237,54532.722146177315,1889.3332727080756,40818
146,280.7460420372107,1174135,45.676099861716864,43529.9984140304,3945.6633631599466,113727
147,3086.8652365014946,3089179,45.92255864037783,31574.607976726744,1106.1278403948252,26970
148,2563.1272138214213,1825690,40.10958785435461,48744.171763967024,12566.49469157085,37494
149,352.2458811249478,3380772,5.316314171612862,12730.743518071658,5817.801658527149,52157
150,1465.367674759396,4257893,7.577611298493051,96189.8205593254,5666.9447586045135,79895
151,4550.502841236603,503119,15.13506660208204,71726.66559903324,6706.766055331527,80509
152,1273.8532642681648,4266769,10.910723366520802,95294.24455209683,13289.64585677346,13116
153,809.9848732469932,4420295,22.947621336667826,23446.010850666364,17425.61424152146,42237
154,2498.3185253600586,502732,46.51803761395053,88054.76099747627,15205.829957857204,131325
155,4929.687225141944,606079,26.24271953886492,81070.2084717903,14577.83168147939,139025
156,1286.0708304063521,2050013,5.603118189447453,68038.0888333097,9739.3845934569,12479
157,3393.4641822888047,2723836,17.72355603104429,62877.88942243537,13906.730583651493,146964
158,3831.936115110716,1232658,7.0067708767832695,32338.41686151913,11099.971123868305,121269
159,1264.4239655627584,2085209,6.632943017607597,81824.66771153804,4403.385510911925,169539
160,3668.260108198112,4422626,17.407393389299852,50650.03068649365,4250.908518046909,149272
161,1902.1373503243408,756951,17.402555240552545,8018.266013237251,5998.200936818141,126182
162,3198.2985699085393,111303,40.42069711707218,31973.45292465787,18224.973152299284,113189
163,3204.295582728384,1310209,48.86755937515004,93594.41275598743,10993.555323556546,194628
164,2725.2959519663164,3579591,21.70431922504992,85217.34579987978,14704.717002337202,11149
165,542.4198732666007,2466610,24.299909548746736,98208.66410957738,6996.519320349297,131958
166,4192.982228387265,4280303,43.015524632870964,63171.34487780571,8213.543836237983,161871
167,1671.8223183615055,1168199,17.066255904298103,25503.497240900782,2598.7550148813025,122884
168,1013.9407009592858,4276224,12.037181198155158,17118.689918009513,3508.7696606512404,47791
169,299.7981936183432,4784346,43.38903305316427,19504.529620237703,16564.3954410403,168212
170,2995.3754216223847,558298,7.092526389802947,2959.7701763781843,11738.288770608753,58086
171,3420.065373027184,1147343,32.8864748089737,39677.52898760798,6816.8960710879965,169934
172,181.28036174649515,205228,30.289678136006305,19951.34036945471,16076.739059011365,154772
173,2609.2559856664766,4720650,20.56642013757624,41753.89058521354,5005.746122195861,94874
174,1209.829298469896,1855692,19.183528449381154,93564.44875203777,19523.050702144057,150982
175,3261.346673006304,984056,39.733597678172956,43623.48074121181,6961.870394148778,105415
176,954.3955021244581,1830228,8.889107484314591,87920.46520149865,6812.487987609429,57304
177,3485.594916702083,2046793,15.655293919012342,60944.97189497177,6307.046920180434,20185
178,1995.0031968726332,1669123,37.96019293271404,25466.0239114778,2530.01916689333,178026
179,4689.976944809999,3379269,29.67442626768909,36229.62116666193,2311.629231907047,170951
180,773.8526263153669,1826470,10.759469384011387,9308.034046321513,12997.290187229055,187379
181,1771.2251201462666,3440420,44.69610264269271,34012.79676600504,17514.849086705133,34080
182,656.0202540788864,148874,22.70515309536162,68076.55360484988,15831.358154406302,56217
183,4630.998729564958,1722572,42.254076889497775,8138.9982000140835,2908.0411210248867,145313
184,4398.962831566807,3320281,40.44708569874689,21334.739439324905,10957.084223662123,140516
185,1363.9139758042625,2789784,33.09914509122776,38762.66309991784,2201.271764935136,15996
186,3333.9218255674773,809662,27.251650908279185,98222.9041645803,1001.3634079002412,89453
187,4104.388780985957,4972554,49.07978781717906,78701.32047292913,13162.078601756868,29913
188,2820.4839768373654,570452,11.523428257091766,73615.18790271829,10749.53144023897,65779
189,2695.287833944432,2239686,37.632007739800166,12502.904696019152,1732.27133570827,141853
190,1285.0762254122133,2692670,13.603581565915505,78318.59346788416,795.2910034791701,3328
191,556.2035622489061,4910833,20.221839739955676,78741.6123400855,19796.15262684576,135754
192,4496.3572139713015,542061,18.891443451793787,60509.1668668085,697.4245097665304,11497
193,4512.0484801003195,3434732,47.61661944824254,99045.81641783881,8946.112235698176,169971
194,3202.197140639013,3861675,48.53102800047238,33200.13668653064,10141.918589693143,37111
195,1761.2459761386333,2361286,13.235694990562722,94185.97237594331,2433.874941228856,79283
196,1811.1269156020383,588972,5.991582213387688,91558.38038069385,3464.3293909503536,93354
197,3657.182826464173,1223994,37.400361784840086,2136.5853151884066,7100.919627566015,175436
198,4495.840273767628,3181328,23.809547024171795,45561.53612100629,15257.349936651886,42417
199,4446.7234788990745,4198064,8.997811028940397,97733.31907210576,10190.940238799307,179086
200,3921.390174702357,2717703,35.76893475096691,11209.014878399503,12794.247303603936,102589
201,3245.95506615601,263038,29.529748771731487,55230.68474394862,19704.97364630443,176426
202,512.2858284757392,4063735,49.12325699004977,97916.7931970693,15383.308162732872,40196
203,891.9806990636075,1474572,15.233427313762052,55994.046986480156,8743.793813010232,53885
204,4502.915523782688,2455874,23.179004434694672,19791.714994243444,8984.194243751319,52444
205,3071.5023923319904,700530,29.414561152794032,58636.139779166384,12413.564333115999,120482
206,145.06555292148528,3748966,40.626499480400824,21239.616821005136,13340.767647536197,199718
207,597.2105600435573,1177833,29.69773955240264,52450.722026553936,10064.14742414976,196775
208,3351.1586686294736,2677640,32.58050723878772,8330.179573322452,12932.7383340181,159584
209,124.80176084647157,535423,15.176617321547333,60942.78425222606,568.2966388405655,110589
210,887.9594519457434,1292929,43.11134276398519,52162.20397368766,8649.494991547199,182830
211,2788.795567896272,423390,24.288374613671408,74275.97550738485,5650.867713862188,180721
212,3490.286468694197,1764221,11.343183238479618,63439.34664471972,2670.571460337897,11649
213,3294.6101715627424,4168316,34.888456152743785,55411.02058454491,2080.975604894625,25839
214,1198.9196163567428,1756671,14.724070393338838,69288.10607556399,12103.524095731884,21309
215,3589.6781846029257,238563,9.390312960768489,15250.249443650855,10519.650888336973,107151
216,1262.5205287343204,883066,43.78941087819225,59940.606464601806,5146.323928227746,15216
217,1694.4585209804118,1654623,25.707301901979786,18038.94967945499,9471.906169573038,20145
218,3757.807885078318,4999856,38.717767071309936,92626.69857733621,9895.423072129925,157499
219,3283.201205331352,4155957,18.07644019128598,7765.0763797148165,3980.6787107284545,35809
220,4261.194711421472,697897,40.41365607129499,43607.100219388536,13076.651931444847,43717
221,3322.3031722716823,4041237,10.037116715968864,69883.95028788903,15640.2951920832,191311
222,2884.712156343811,872800,21.018801820768374,46344.19895515761,15850.124463701428,158077
223,559.0063623576532,2142999,49.01278180880878,10117.430070057333,12089.149630998756,195320
224,1901.8074349912242,3622554,40.729537236560276,55784.522596544026,10281.60779212838,119879
225,1399.4916016404547,3759985,27.37651686416097,64521.5589739081,1314.0421458073583,43019
226,1295.5492525575096,2002897,20.28998622028483,70675.43878806026,5827.842847146957,83621
227,4867.751718286983,3676511,44.24610650101145,37952.72163181313,1956.101790885581,189618
228,2026.178850867126,1263950,29.518149158803205,56802.33713184746,19280.080901481626,183600
229,4471.028120367855,649148,39.12912580411,45617.961018952396,2788.094909892638,179066
230,3192.579267386588,2873707,38.934845614227385,67533.54783647308,3120.3306560369306,6547
231,3994.575387354077,4778394,5.807555535582132,58772.13976515704,17802.574704776795,5599
232,2562.9217562154413,2873939,10.681420225667605,53049.86573635435,18884.172841181513,39141
233,2926.8290346691597,2035740,34.6833214877634,25702.912316986614,15339.997880774707,31415
234,2513.336699712433,3534955,12.272891507864216,1199.8332570751577,207.5579810861304,132471
235,1056.690640210418,2845226,16.49720050950221,18234.085855831498,126.79079203561763,120606
236,3640.015364781376,3277326,47.59870793898232,12589.538100992697,7624.20531877027,136166
237,1475.7845759601935,1654510,30.208201626871034,45459.38975608373,2953.5678632167615,138661
238,219.14823551412383,1930815,38.782827814970624,61613.55692542262,465.88422881678594,91747
239,3262.8142499451224,3863122,30.109133245218793,22095.41585979601,9334.927119149643,32455
240,967.8423290945399,2486378,29.863112665222634,93966.65250075153,18866.931758398732,73905
241,4708.24706332928,4521590,9.236835955656407,1661.53079316489,6544.009540558385,68467
242,4774.250027312678,2634937,20.46484366740964,77457.80050136894,13256.69950073106,110006
243,4582.835512080198,3257473,17.709390440893028,62895.27218351378,13079.483527335571,117509
244,1913.7776312516776,912461,22.582776452612595,37981.925303720505,5096.494062936838,77455
245,175.7374209914504,4527036,40.92548847009477,5998.4054968283845,13043.4624515949,116320
246,4648.760956679855,4155555,21.73697005625892,63121.17060664365,4325.446088309136,87273
247,2198.1023267548403,1818224,25.326356865425723,39175.737773699155,2527.947530180092,2096
248,4836.608613313981,2810626,22.882162571839242,93690.44680190869,14057.527382637832,44487
249,4821.7378877373385,1024044,9.203358738888301,54657.017414086826,2357.472260367943,3189
250,4279.746331790065,3081352,24.84824712128527,94025.4996180573,19938.49344992817,98927
251,1542.7995711409699,1486652,13.802417287003177,22827.885653857105,3750.7027828895634,20759
252,1986.9788701494338,385555,13.402548309786866,72846.86512604622,11923.423068853504,45278
253,4270.569690432599,544191,9.231624699541985,62107.65306402384,8286.35397111053,96065
254,1652.9178252657605,1602337,21.050193836379414,74201.41475329988,2615.0898058727753,81368
255,930.5144587618532,3586669,39.08668481552378,22252.118533281144,654.0937607905266,85142
256,2828.3261860459156,1020597,17.439876076252823,66834.4571075396,12492.372417627383,106571
257,4687.158393387826,2143338,19.05570958484811,50305.99891263003,16154.47551940361,70211
258,3510.5460037073676,3822946,33.92035959525906,74539.67251572531,16856.111663984204,165737
259,2893.2997334378883,1586205,13.812836566411349,33377.41977102996,9705.998114230995,100535
260,576.1648194767658,2965899,45.363106869059045,89115.64552106001,15571.363796929472,89342
261,3113.5354108259316,324695,28.40857354631995,9345.830146523687,13489.657956422041,113304
262,4951.26386551089,3081467,25.142132314409764,80911.74256032762,14512.665097232752,154056
263,786.4116746589677,3541628,30.101908636814063,86270.64295569398,9902.720203914101,17299
264,2639.81529658231,1201844,12.471544103728796,81907.9788253153,12704.89363081833,60138
265,4399.128052446981,4867493,32.606291238762935,51759.91303191583,16129.965680163534,57886
266,3729.7662269956018,1510706,21.33953314853047,44400.11302304537,8017.895093584759,109736
267,3515.377130876813,3440216,45.373385343407854,99629.9663659628,16138.980127264917,49394
268,3542.1720115368353,3933284,12.598439300495876,23688.02317020205,11881.13517150235,165350
269,1861.5066409768003,4957088,27.81729967394485,55140.72062172841,3401.430384978646,143837
270,1538.6000368960174,1947865,31.91506832160581,67396.87701285024,591.2147287692337,634
271,4065.8696618447166,1019484,6.502262080387155,70385.89595028176,7318.796647943126,91928
272,4069.5556339279856,4997954,21.366190614026312,21198.44190811929,10979.256933097164,36232
273,4348.654361042508,4117136,37.96858556153747,65745.41514164032,16812.42500884942,115820
274,4574.878707526709,444855,41.9169878352038,82018.5870816524,2636.965034790899,36210
275,2605.5777544185953,1174961,19.092289766777704,5951.83910529011,16024.106318903225,189926
276,2557.429843967278,4725678,40.936697257223805,91240.60803920633,17273.880016737818,63680
277,4011.646376937198,3661963,48.5490144696525,3920.9014593753873,3098.6809913165926,153641
278,3284.8232608110493,2477935,43.559327123379234,36241.13221635104,17046.726954153957,64116
279,3539.637698562746,1234106,10.293979467169635,2565.5064270632447,19829.926000071562,46333
280,3999.384080236895,4578011,38.28786494384933,8637.371685418606,14564.092737859926,129963
281,4461.026174906075,2574968,19.385007459824514,91205.66023282782,15716.91666831726,197880
282,1756.1762685725255,2542266,49.47871952354345,36131.22224386864,19888.86382442158,189404
283,1940.3564679357257,4537677,26.84115424219492,43052.38151208024,12149.076885466313,106411
284,560.5115052202581,4642001,10.509525426152347,22319.09375687271,6226.939002123363,34509
285,2933.5726908812526,1318758,37.633349661232586,60112.48124848526,16766.86359811351,150496
286,276.1171416040362,1755743,19.535503927379622,59885.518253101174,12328.266972481462,139910
287,2381.4302888490547,4077019,49.86851706867478,37847.838790696704,11665.788932047035,24154
288,2758.9587100671256,3168281,49.090210603453485,33970.452308734435,5147.347554729362,29809
289,1504.0521354285936,4625208,34.52603081092613,88611.4665098782,15151.051964699443,109421
290,2995.082976788153,618349,10.842190202827291,38945.13972457794,1725.1787896159155,463
291,249.4512247013422,2981990,35.90874489537631,49856.59822328642,18493.31270881376,10458
292,283.00612487115063,897968,9.186371890701224,29047.171480068133,6583.886869332647,134412
293,4130.742747232325,179083,6.321387159607655,78890.1808323556,2642.71559052081,45789
294,1864.9341429151882,2755971,42.033130079966874,40347.367533010074,8903.094008738135,2036
295,722.5965119942355,4097615,14.438882645765661,51847.49360788813,945.1511942050098,112372
296,2658.9919742685415,2974299,22.056220679859383,26082.359835906478,13724.06126587283,91174
297,3872.968410183193,4948341,48.805582548927795,98778.29964178393,18063.839657862587,175137
298,1157.5230347345316,1904673,20.15782258374965,29858.078351448567,16761.533842056324,982
299,3152.163331513101,3038199,18.34204015774919,77303.51055964961,2634.6525216128334,151396
300,518.2025784694631,709996,46.31935998302488,43322.06938531916,2612.7956284438637,105327
301,353.2404337261777,878513,9.983680039353114,21415.523103329848,16287.346198252855,125965
302,2703.637694683925,3403389,39.18120845515843,80172.15763252125,18492.66006460201,123845
303,2749.112095889522,4454385,49.46295049937483,34027.07211387527,9267.329613686434,161997
304,3223.4065173412123,488590,45.558320484859195,86654.1413923833,10029.525226583943,28985
305,3657.8475352410414,1865982,34.325056341789164,91610.46130686448,6433.414623575945,171228
306,4881.6751893664195,2878655,19.132735774672938,86122.55970373632,17895.875853302638,134375
307,2629.8717066758572,3251882,16.44448915302425,4465.7835658737595,12933.567815317883,191413
308,1682.4867174121052,3310016,41.866479719215754,78949.96115550546,5836.206385630633,133416
309,3996.412354366648,2479877,44.59198612782629,41722.607183415246,6045.779133979607,98422
310,1427.0780311841636,2489383,28.644571064556178,87498.56909804029,17834.88145396569,68719
311,2250.959961457617,264053,15.995297335390976,64157.47200578914,371.31707572584725,21684
312,484.4362685771032,4887890,10.08244437850281,83530.67028025188,6522.258797260104,8621
313,224.2186427357418,1536536,8.923076052432403,50443.7452168167,11131.697956205744,181189
314,4816.977231921833,2642637,37.358485130923505,53967.52495529435,3049.52749577656,33641
315,4196.302590509808,3490926,23.905342753147625,15294.375581233056,1932.7652085718369,29163
316,3510.27360985912,3713263,45.741194342504166,78614.7485102462,16323.998988702144,70368
317,2103.8694276299225,4258549,38.28520853270437,42519.57155503019,17898.647334105295,126318
318,949.1421683471443,1446208,13.606718806156401,50507.93170888668,16489.76777388397,118306
319,866.5415090883216,4630889,32.61998384670646,78724.67369547505,17985.87900577322,196124
320,1326.190201006517,1878599,24.59774544791717,60285.69460786446,11106.928224061594,170735
321,2791.2106570599904,122431,30.97623788458759,20908.774016824074,16263.936607707803,170924
322,3601.5200212303052,1343131,38.213110550233274,59433.03325593838,7742.448503982899,133739
323,3334.967145916883,747008,41.278814645170584,41355.65293998592,13358.730443432865,147293
324,1471.67609503512,673441,42.96817968830259,47483.0286623424,19777.827074644374,132846
325,4778.839875249651,4562816,16.428869355741114,3802.8161658641106,4591.981704398636,76511
326,3715.6948918092658,4470380,6.400201996281096,21792.905602111878,7859.0049511925035,109976
327,2816.3348573058634,2149949,38.26826308241479,28822.770056721798,9652.942808470703,197447
328,3097.431656548326,1368300,9.785467681509857,71583.04077802176,2846.5081916990293,198253
329,2156.0403058961706,2047763,19.171381487583545,2137.7548565134157,1712.66834825463,160312
330,1313.8818485556715,1729849,5.171771035595621,41468.948861684075,16611.485039800325,140499
331,1844.2661253911817,1985077,35.6751267080729,92478.66017214755,19538.208019268965,23431
332,3813.4459412754086,3982149,12.520940516204956,12076.18103836326,8154.028770210208,23104
333,170.52809428580377,4973062,34.48770843612462,52126.01443364249,1844.2317402736,119343
334,668.7559384838895,150861,49.62841777255275,78865.71585669386,1409.654037742472,141664
335,325.41294590658845,4945710,8.270189222450732,94310.59944449156,17837.232306569942,185969
336,299.5711313629537,4100737,8.468510537815732,74930.88731383807,9329.90356958083,189267
337,4291.756861653936,821001,20.31710417000037,72335.9893157962,6468.5435995916,144921
